City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,kruisfontein,-34.0033,24.7314,20.53000000000003,39,51,11.34,ZA,1724768861
1,port-aux-francais,-49.35,70.2167,2.990000000000009,75,6,8.11,TF,1724768862
2,soure,-0.7167,-48.5233,31.03000000000003,61,38,3.76,BR,1724768736
3,ilulissat,69.2167,-51.1,4.010000000000048,100,75,1.54,GL,1724768719
4,rongelap,11.1635,166.8941,28.390000000000043,82,100,9.24,MH,1724768865
5,keflavik,64.0049,-22.5624,10.240000000000009,87,100,3.6,IS,1724768866
6,edinburgh of the seven seas,-37.0676,-12.3116,10.120000000000005,68,100,8.13,SH,1724768867
7,jamestown,42.097,-79.2353,22.80000000000001,88,75,2.06,US,1724768837
8,petropavlovsk-kamchatsky,53.0452,158.6483,11.330000000000041,76,75,2.0,RU,1724768870
9,saint-louis,16.3333,-15.0,35.48000000000002,46,24,5.12,SN,1724768871
10,puerto natales,-51.7236,-72.4875,7.25,57,75,4.63,CL,1724768872
11,enewetak,11.3474,162.3373,28.840000000000032,76,100,8.02,MH,1724768873
